"","date","count","score","flavor","envir","service","price"
"1",2020-09-07,4,47.5,4.875,4.875,4.875,137.5
"2",2020-09-08,4,42.5,4.375,4.5,4.375,NA
"3",2020-09-09,3,31.6666666666667,3.33333333333333,3.5,3.5,NA
"4",2020-09-10,3,43.3333333333333,4.16666666666667,4.5,4.83333333333333,NA
"5",2020-09-11,6,44.1666666666667,4.41666666666667,4.75,4.5,NA
"6",2020-09-12,4,45,4.5,4.75,4.875,NA
"7",2020-09-13,11,44.0909090909091,4.45454545454545,4.36363636363636,4.72727272727273,NA
"8",2020-09-14,5,45,4.8,4.7,4.9,NA
"9",2020-09-15,3,43.3333333333333,4.5,4.33333333333333,4.5,NA
"10",2020-09-16,5,44,4.5,4.1,4.4,NA
"11",2020-09-17,4,46.25,4.5,4.625,4.625,NA
"12",2020-09-18,1,50,5,5,4.5,NA
"13",2020-09-19,2,45,4.5,4.75,4.75,NA
"14",2020-09-20,10,48,4.75,4.7,4.75,NA
"15",2020-09-21,8,43.75,4.3125,4.5,4.5625,NA
"16",2020-09-22,9,45,4.33333333333333,4.83333333333333,4.77777777777778,NA
"17",2020-09-23,6,47.5,4.83333333333333,4.83333333333333,4.83333333333333,NA
"18",2020-09-24,2,45,4.75,4.25,5,NA
"19",2020-09-25,4,46.25,4.625,4.875,4.875,NA
"20",2020-09-26,13,45,4.5,4.61538461538461,4.61538461538461,NA
"21",2020-09-27,5,45,4.4,4.5,4.5,NA
"22",2020-09-28,4,46.25,4.625,4.625,4.625,NA
"23",2020-09-29,10,47.5,4.8,4.65,4.7,NA
"24",2020-09-30,5,47,4.7,4.7,4.7,NA
"25",2020-10-01,10,48.5,4.85,4.8,4.8,NA
"26",2020-10-02,12,47.5,4.75,4.58333333333333,4.375,NA
"27",2020-10-03,13,41.1538461538462,4.11538461538461,4.76923076923077,4.11538461538461,NA
"28",2020-10-04,12,42.5,4.16666666666667,4.625,4.66666666666667,NA
"29",2020-10-05,22,46.8181818181818,4.70454545454545,4.86363636363636,4.77272727272727,NA
"30",2020-10-06,18,46.9444444444444,4.66666666666667,4.86111111111111,4.75,NA
"31",2020-10-07,24,46.6666666666667,4.52083333333333,4.6875,4.66666666666667,NA
"32",2020-10-08,28,45.7142857142857,4.57142857142857,4.78571428571429,4.69642857142857,NA
"33",2020-10-09,18,47.2222222222222,4.72222222222222,4.88888888888889,4.66666666666667,NA
"34",2020-10-10,22,47.5,4.65909090909091,4.79545454545455,4.72727272727273,NA
"35",2020-10-11,30,47,4.68333333333333,4.88333333333333,4.71666666666667,NA
"36",2020-10-12,12,45.8333333333333,4.54166666666667,4.79166666666667,4.66666666666667,NA
"37",2020-10-13,13,46.5384615384615,4.69230769230769,4.76923076923077,4.65384615384615,NA
"38",2020-10-14,12,47.0833333333333,4.58333333333333,4.75,4.70833333333333,NA
"39",2020-10-15,3,46.6666666666667,4.5,4.83333333333333,4.83333333333333,NA
"40",2020-10-16,11,46.3636363636364,4.5,4.81818181818182,4.63636363636364,NA
"41",2020-10-17,14,45.3571428571429,4.57142857142857,4.78571428571429,4.42857142857143,NA
"42",2020-10-18,22,45.4545454545455,4.5,4.61363636363636,4.52272727272727,NA
"43",2020-10-19,14,43.9285714285714,4.25,4.57142857142857,4.64285714285714,NA
"44",2020-10-20,8,45.625,4.5,5,4.5625,NA
"45",2020-10-21,7,45.7142857142857,4.57142857142857,4.57142857142857,4.57142857142857,NA
"46",2020-10-22,8,45.625,4.3125,4.6875,4.5,NA
"47",2020-10-23,9,46.1111111111111,4.55555555555556,4.72222222222222,4.77777777777778,NA
"48",2020-10-24,11,44.0909090909091,4.36363636363636,4.54545454545455,4.27272727272727,NA
"49",2020-10-25,16,46.25,4.59375,4.71875,4.59375,NA
"50",2020-10-26,7,45.7142857142857,4.57142857142857,4.57142857142857,4.57142857142857,NA
"51",2020-10-27,8,46.25,4.5625,5,4.6875,NA
"52",2020-10-28,11,47.2727272727273,4.63636363636364,4.72727272727273,4.59090909090909,NA
"53",2020-10-29,9,48.3333333333333,4.72222222222222,4.88888888888889,4.94444444444444,NA
"54",2020-10-30,12,45.8333333333333,4.375,4.75,4.625,NA
"55",2020-10-31,14,44.6428571428571,4.42857142857143,4.64285714285714,4.53571428571429,NA
"56",2020-11-01,22,45.4545454545455,4.5,4.81818181818182,4.75,NA
"57",2020-11-02,18,45.5555555555556,4.44444444444444,4.61111111111111,4.5,NA
"58",2020-11-03,9,46.1111111111111,4.61111111111111,4.72222222222222,4.83333333333333,NA
"59",2020-11-04,11,41.3636363636364,4.36363636363636,4.40909090909091,4.63636363636364,NA
"60",2020-11-05,13,46.9230769230769,4.69230769230769,4.84615384615385,4.80769230769231,NA
"61",2020-11-06,10,46,4.65,4.75,4.7,NA
"62",2020-11-07,13,45.3846153846154,4.53846153846154,4.73076923076923,4.57692307692308,NA
"63",2020-11-08,12,47.5,4.79166666666667,4.79166666666667,4.91666666666667,NA
"64",2020-11-09,12,42.0833333333333,4.20833333333333,4.45833333333333,4.375,NA
"65",2020-11-10,6,43.3333333333333,4.25,4.66666666666667,4.5,NA
"66",2020-11-11,4,47.5,4.875,4.875,4.875,NA
"67",2020-11-12,6,42.5,4.08333333333333,4.66666666666667,4.5,NA
"68",2020-11-13,6,45.8333333333333,4.41666666666667,4.75,4.58333333333333,NA
"69",2020-11-14,10,46.5,4.55,4.8,4.55,NA
"70",2020-11-15,5,47,4.4,4.9,4.9,NA
"71",2020-11-16,8,45.625,4.5,4.75,4.625,NA
"72",2020-11-17,8,43.125,4.3125,4.4375,4.4375,NA
"73",2020-11-18,4,46.25,4.375,4.75,4.75,NA
"74",2020-11-19,6,44.1666666666667,4.5,4.91666666666667,4.41666666666667,NA
"75",2020-11-20,6,45,4.58333333333333,4.75,4.5,NA
"76",2020-11-21,10,48,4.75,4.95,4.9,NA
"77",2020-11-22,7,45.7142857142857,4.35714285714286,4.64285714285714,4.64285714285714,NA
"78",2020-11-23,8,46.25,4.5625,4.8125,4.8125,NA
"79",2020-11-24,5,46,4.5,4.8,5,NA
"80",2020-11-25,9,45.5555555555556,4.33333333333333,4.72222222222222,4.77777777777778,NA
"81",2020-11-26,5,47,4.7,4.7,4.8,NA
"82",2020-11-27,1,50,5,5,5,NA
"83",2020-11-28,8,42.5,4.3125,4.625,4.625,NA
"84",2020-11-29,4,48.75,4.75,4.875,4.875,NA
"85",2020-11-30,8,48.125,4.8125,4.8125,4.8125,NA
"86",2020-12-01,14,46.4285714285714,4.5,4.60714285714286,4.71428571428571,NA
"87",2020-12-02,4,46.25,4.625,4.875,4.5,NA
"88",2020-12-03,4,45,4.625,5,5,NA
"89",2020-12-04,7,46.4285714285714,4.35714285714286,4.71428571428571,4.71428571428571,NA
"90",2020-12-05,11,40,3.90909090909091,4.5,4.36363636363636,NA
"91",2020-12-06,9,48.3333333333333,4.66666666666667,4.88888888888889,4.88888888888889,NA
"92",2020-12-07,6,46.6666666666667,4.66666666666667,4.75,4.83333333333333,NA
"93",2020-12-08,9,42.7777777777778,4.27777777777778,4.66666666666667,4.27777777777778,NA
"94",2020-12-09,10,46.5,4.65,4.9,4.85,NA
"95",2020-12-10,9,48.3333333333333,4.77777777777778,4.83333333333333,4.77777777777778,NA
"96",2020-12-11,5,43,4.2,4.6,4.5,NA
"97",2020-12-12,8,45.625,4.625,4.9375,4.8125,NA
"98",2020-12-13,10,47.5,4.6,4.8,4.8,NA
"99",2020-12-14,10,47,4.55,4.7,4.7,NA
"100",2020-12-15,5,45,4.6,4.6,4.4,NA
"101",2020-12-16,8,46.875,4.625,4.6875,4.625,NA
"102",2020-12-17,4,43.75,4.625,4.625,4.375,NA
"103",2020-12-18,4,47.5,4.75,4.75,4.875,NA
"104",2020-12-19,4,46.25,4.625,4.625,4.625,NA
"105",2020-12-20,4,47.5,4.5,4.5,4.5,NA
"106",2020-12-21,3,38.3333333333333,4,4.66666666666667,4.33333333333333,NA
"107",2020-12-22,2,45,4.5,5,4.75,NA
"108",2020-12-23,4,48.75,4.875,4.875,4.875,NA
"109",2020-12-24,1,50,5,5,5,200
"110",2020-12-25,3,43.3333333333333,4,4.33333333333333,4.33333333333333,NA
"111",2020-12-26,4,48.75,4.875,4.875,4.875,NA
"112",2020-12-27,4,42.5,4.375,4.75,4.5,NA
"113",2020-12-28,3,45,4.66666666666667,4.83333333333333,4.83333333333333,NA
"114",2020-12-29,5,46,4.5,4.7,4.5,146.6
"115",2020-12-30,2,47.5,4.75,4.75,4.75,NA
"116",2020-12-31,3,50,4.83333333333333,5,5,NA
"117",2021-01-01,1,50,5,5,5,NA
"118",2021-01-02,4,48.75,4.875,4.875,4.875,NA
"119",2021-01-03,3,43.3333333333333,4.16666666666667,4.5,4.5,173.333333333333
"120",2021-01-04,4,45,4.25,4.25,4.625,NA
"121",2021-01-05,2,50,5,5,5,225
"122",2021-01-07,2,47.5,5,4.75,5,NA
"123",2021-01-08,2,50,5,5,5,NA
"124",2021-01-09,2,45,4.75,4.75,4.75,NA
"125",2021-01-10,2,47.5,4.75,5,4.75,NA
"126",2021-01-11,2,45,4.75,4.75,4.5,NA
"127",2021-01-13,2,47.5,4.75,4.75,4.75,NA
"128",2021-01-14,2,50,5,4.75,4.75,NA
"129",2021-01-15,1,45,4.5,4.5,4.5,180
"130",2021-01-16,4,45,4.25,4.625,4.625,NA
"131",2021-01-17,7,46.4285714285714,4.64285714285714,4.85714285714286,4.78571428571429,NA
"132",2021-01-19,1,45,4.5,5,5,150
"133",2021-01-21,1,45,4.5,4.5,4.5,150
"134",2021-01-22,5,48,4.8,4.9,5,NA
"135",2021-01-23,1,45,4.5,5,4.5,NA
"136",2021-01-24,3,43.3333333333333,4,4.66666666666667,4.83333333333333,NA
"137",2021-01-25,1,50,4.5,5,4.5,NA
"138",2021-01-26,3,50,5,4.83333333333333,4.66666666666667,NA
"139",2021-01-27,1,40,4,4,4,NA
"140",2021-01-28,3,48.3333333333333,4.83333333333333,4.83333333333333,4.5,NA
"141",2021-01-29,2,47.5,4.75,4.75,4.75,NA
"142",2021-01-30,2,50,5,5,5,NA
"143",2021-01-31,3,46.6666666666667,4.66666666666667,4.83333333333333,4.66666666666667,NA
"144",2021-02-01,2,47.5,4.75,4.75,5,NA
"145",2021-02-02,4,46.25,4.5,4.875,4.75,NA
"146",2021-02-03,3,46.6666666666667,4.66666666666667,4.66666666666667,4.66666666666667,NA
"147",2021-02-04,3,45,4.5,4.66666666666667,4.66666666666667,NA
"148",2021-02-05,4,47.5,4.75,4.875,4.875,NA
"149",2021-02-06,7,45.7142857142857,4.21428571428571,4.57142857142857,4.64285714285714,NA
"150",2021-02-07,3,48.3333333333333,4.83333333333333,4.83333333333333,4.83333333333333,NA
"151",2021-02-08,4,40,4,4.5,4.25,NA
"152",2021-02-09,8,46.25,4.5625,4.6875,4.6875,NA
"153",2021-02-10,4,37.5,4,4.625,4.875,NA
"154",2021-02-11,2,40,3.75,4.75,5,220
"155",2021-02-12,1,45,4.5,4.5,4.5,NA
"156",2021-02-13,3,35,3.33333333333333,5,3.66666666666667,NA
"157",2021-02-14,6,40.8333333333333,4.08333333333333,4.41666666666667,4.16666666666667,NA
"158",2021-02-15,3,43.3333333333333,4.33333333333333,3.83333333333333,4.33333333333333,NA
"159",2021-02-16,8,43.75,4.25,4.4375,4.5625,NA
"160",2021-02-17,6,45,4.41666666666667,5,4.75,NA
"161",2021-02-18,2,47.5,4.5,4.25,4.5,NA
"162",2021-02-19,1,45,4.5,5,5,NA
"163",2021-02-20,1,50,4.5,4.5,4.5,200
"164",2021-02-21,4,47.5,4.75,4.875,5,NA
"165",2021-02-22,2,50,5,5,5,NA
"166",2021-02-23,2,45,4.5,5,5,NA
"167",2021-02-24,1,35,3.5,4.5,4,NA
"168",2021-02-25,1,45,4.5,5,4.5,100
"169",2021-02-26,3,48.3333333333333,4.5,4.66666666666667,4.83333333333333,NA
"170",2021-02-27,5,46,4.6,4.9,4.8,NA
"171",2021-02-28,2,50,5,5,4.75,NA
"172",2021-03-01,7,44.2857142857143,4.35714285714286,4.5,4.5,NA
"173",2021-03-02,4,46.25,4.5,4.75,4.5,NA
"174",2021-03-03,3,43.3333333333333,4.16666666666667,4.5,4.83333333333333,NA
"175",2021-03-04,2,42.5,4.25,4.75,3.75,NA
"176",2021-03-05,1,50,5,5,5,NA
"177",2021-03-06,2,42.5,4.25,4.5,4.25,NA
"178",2021-03-07,5,38,3.8,4.2,4,NA
"179",2021-03-08,3,45,4.5,4.5,4.5,NA
"180",2021-03-09,6,45,4.41666666666667,4.66666666666667,4.58333333333333,NA
"181",2021-03-10,3,46.6666666666667,4.66666666666667,4.66666666666667,4.66666666666667,NA
"182",2021-03-11,3,45,4.5,4.66666666666667,4.33333333333333,NA
"183",2021-03-12,3,48.3333333333333,5,5,4.83333333333333,NA
"184",2021-03-13,6,45,4.5,4.58333333333333,4.66666666666667,NA
"185",2021-03-14,8,41.25,3.875,4.4375,4.0625,NA
"186",2021-03-16,2,40,4,4.25,4.5,NA
"187",2021-03-17,4,47.5,4.625,5,5,NA
"188",2021-03-18,3,43.3333333333333,4.5,4.83333333333333,4.33333333333333,NA
"189",2021-03-19,1,40,4,4,4,NA
"190",2021-03-20,2,45,4.75,4.75,4,NA
"191",2021-03-21,3,46.6666666666667,4.5,4.5,4.83333333333333,NA
"192",2021-03-22,4,48.75,4.875,4.875,4.875,NA
"193",2021-03-23,4,48.75,4.875,4.875,4.875,NA
"194",2021-03-24,3,45,4.16666666666667,5,5,NA
"195",2021-03-26,2,50,5,5,5,NA
"196",2021-03-27,3,45,4.5,4.66666666666667,4.5,NA
"197",2021-03-28,4,47.5,4.75,4.5,4.75,NA
"198",2021-03-29,1,45,4.5,5,5,NA
"199",2021-03-30,3,45,4.5,4.5,4.5,NA
"200",2021-03-31,2,40,3.5,5,4,NA
"201",2021-04-01,6,47.5,4.75,4.75,4.58333333333333,NA
"202",2021-04-02,2,45,4.5,4.5,4.5,NA
"203",2021-04-04,1,45,4.5,5,4,160
"204",2021-04-05,1,40,4,4,5,180
"205",2021-04-06,2,50,5,5,5,175
"206",2021-04-07,1,40,4,4,4.5,NA
"207",2021-04-08,5,43,4.3,4.4,4.1,NA
"208",2021-04-09,3,46.6666666666667,4.66666666666667,4.66666666666667,4.5,NA
"209",2021-04-10,5,48,4.5,4.8,4.8,NA
"210",2021-04-11,3,46.6666666666667,4.83333333333333,4.66666666666667,4.83333333333333,NA
